timestamp_s,side,hip_angle,hip_angle_smooth,knee_angle,back_angle,knee_angle_smooth,back_angle_smooth,elbow_angle,elbow_angle_smooth,body_angle,body_angle_smooth,hip_lift,hip_lift_smooth,hip_angle_display,knee_angle_display,back_angle_display,elbow_angle_display,body_angle_display,tracking_score,tracking_ok,tracking_display,exercise,exercise_confidence,exercise_locked,strap_confidence,stage,rep_count,warnings,pose_detected,frame_index
1.2667,right,164.42720693342977,166.67468805600578,173.2179982112456,161.48934989966912,173.38413354727408,162.19664732384814,176.74279683771198,175.12160526737816,167.82270063317944,169.97752229938868,-0.9836059039867471,-0.9880284293913698,166.7 deg,173.4 deg,162.2 deg,175.1 deg,170.0 deg,0.987,True,ok,rdl,0.7,True,0.0,up,0,,True,38
1.3,right,163.3444111485301,165.95104487117322,173.09035978248943,164.17711195704453,173.36491988103487,162.41842611481928,177.73790870036768,175.73390226282729,166.81083891301978,169.26804923069585,-0.9809170034673944,-0.9865326807401269,166.0 deg,173.4 deg,162.4 deg,175.7 deg,169.3 deg,0.988,True,ok,rdl,0.7,True,0.0,up,0,,True,39
1.3333,right,162.97897046645545,165.25150640030168,173.66023826504482,163.8752607135063,173.42700989929958,162.55925162621037,177.27659823408072,176.2359700992557,166.16160281849434,168.54185848620756,-0.9792104738242133,-0.9849355422287446,165.3 deg,173.4 deg,162.6 deg,176.2 deg,168.5 deg,0.988,True,ok,rdl,0.7,True,0.0,up,0,,True,40
1.3667,right,160.5564201510842,164.24527338010597,172.67962037463514,165.55556185332068,173.3200253074861,162.9022572598644,176.74646533903027,176.72162728554466,164.23960618957977,167.5942076332347,-0.9738541556586479,-0.9826668495384604,164.2 deg,173.3 deg,162.9 deg,176.7 deg,167.6 deg,0.989,True,ok,rdl,0.7,True,0.0,up,0,,True,41
1.4,right,159.32303983677448,163.15027093814578,172.3269832981689,164.74620501515125,173.14319416189798,163.2510771007867,176.90806834561894,177.00131379575282,163.2078356465847,166.59550803768985,-0.9700452737122575,-0.9800484043204774,163.2 deg,173.1 deg,163.3 deg,177.0 deg,166.6 deg,0.989,True,ok,rdl,0.7,True,0.0,up,0,,True,42
1.4333,right,158.4368231029829,162.06776308405233,171.73701352706948,163.9509339691436,172.86929124721743,163.65556171347552,177.08556502032386,177.05861235797147,162.62203036297623,165.65672309051897,-0.9687355447224122,-0.9774550488246996,162.1 deg,172.9 deg,163.7 deg,177.1 deg,165.7 deg,0.99,True,ok,rdl,0.7,True,0.0,up,0,,True,43
1.4667,right,156.37876475353502,160.7779480561131,170.64054155726743,165.62176939781224,172.47896500227438,164.20231325794967,177.86246756866717,177.19426714940008,161.12248636058322,164.56958584634535,-0.9642981216343435,-0.9743809252865736,160.8 deg,172.5 deg,164.2 deg,177.2 deg,164.6 deg,0.99,True,ok,rdl,0.7,True,0.0,up,0,,True,44
1.5,right,155.27282405387854,159.4701790733201,170.24417612225173,167.36077605099635,172.0541332752753,165.041088422425,177.14590082621712,177.25185343347223,160.23915572471077,163.4862222879927,-0.9609183661219407,-0.9711398484487442,159.5 deg,172.1 deg,165.0 deg,177.3 deg,163.5 deg,0.99,True,ok,rdl,0.7,True,0.0,up,0,,True,45
1.5333,right,154.1080215763455,158.15069484872228,169.66396744562655,169.85149829776043,171.56464865572343,165.85171504252727,177.19034747066283,177.17363040065726,159.37743468132345,162.42430739775037,-0.9570247489783169,-0.9677266692360188,158.2 deg,171.6 deg,165.9 deg,177.2 deg,162.4 deg,0.99,True,ok,rdl,0.7,True,0.0,down,0,,True,46
1.5667,right,152.42724294380716,156.6433052026297,169.20843468598596,171.10585006061947,170.92867671585788,166.88465637782915,177.5032271368481,177.20600595819548,157.9100782378671,161.24551817194646,-0.9510809071683854,-0.9637081597137579,156.6 deg,170.9 deg,166.9 deg,177.2 deg,161.2 deg,0.99,True,ok,rdl,0.7,True,0.0,down,0,,True,47
