timestamp_s,side,hip_angle,hip_angle_smooth,knee_angle,back_angle,knee_angle_smooth,back_angle_smooth,elbow_angle,elbow_angle_smooth,body_angle,body_angle_smooth,hip_lift,hip_lift_smooth,hip_angle_display,knee_angle_display,back_angle_display,elbow_angle_display,body_angle_display,tracking_score,tracking_ok,tracking_display,exercise,exercise_confidence,exercise_locked,strap_confidence,stage,rep_count,warnings,pose_detected,frame_index
0.0,right,88.74965907358987,88.74965907358987,146.0948790945104,175.14005504441465,146.0948790945104,175.14005504441465,175.4591631621836,175.4591631621836,103.63504201991158,103.63504201991158,0.6387682503062433,0.6387682503062433,88.7 deg,146.1 deg,175.1 deg,175.5 deg,103.6 deg,0.995,True,ok,trx_pike,1.0,True,0.0,plank,0,,True,0
0.0333,right,89.16337567040273,88.9565173719963,147.17814647759508,176.34280194819277,146.63651278605272,175.7414284963037,175.29226609146033,175.37571462682195,103.65147380086498,103.64325791038829,0.6371213072963317,0.6379447788012875,89.0 deg,146.6 deg,175.7 deg,175.4 deg,103.6 deg,0.994,True,ok,trx_pike,1.0,True,0.0,plank,0,,True,1
0.0667,right,92.19957834401879,90.03753769600378,153.3478113467509,174.39412155261223,148.87361230628542,175.2923261817399,175.27743447739746,175.34295457701378,104.58515706616632,103.95722429564762,0.6345964380070054,0.6368286652031935,90.0 deg,148.9 deg,175.3 deg,175.3 deg,104.0 deg,0.994,True,ok,trx_pike,1.0,True,0.0,plank,0,,True,2
0.1,right,93.29725637216207,90.85246736504335,153.4732695474192,174.91550192727962,150.02352661656886,175.19812011812482,175.4882003551817,175.37926602155576,105.73191483423501,104.40089693029446,0.6322703676905519,0.6356890908250331,90.9 deg,150.0 deg,175.2 deg,175.4 deg,104.4 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,plank,0,,True,3
0.1333,right,95.66709853277864,91.81539359859042,154.03359023737576,173.1008994470171,150.82553934073024,174.77867598390327,175.49884919600842,175.4031826564463,108.11441860710148,105.14360126565586,0.6174618047395991,0.6320436336079462,91.8 deg,150.8 deg,174.8 deg,175.4 deg,105.1 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,4
0.1667,right,98.96965141751275,93.00776990174414,154.85708115588147,172.20149684637428,151.49746297658876,174.34914612764842,175.64431920050953,175.44337208045684,111.16592336647409,106.14732161579224,0.5982524356126813,0.626411767275402,93.0 deg,151.5 deg,174.3 deg,175.4 deg,106.1 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,5
0.2,right,102.69978993034469,94.39234419154421,157.1312594452939,171.43839872685714,152.30229104354663,173.93332507039253,175.98677664346127,175.5210013037432,113.91798748048977,107.25741673932045,0.5736026639061863,0.6188676096512283,94.4 deg,152.3 deg,173.9 deg,175.5 deg,107.3 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,6
0.2333,right,105.54233033229639,96.7912972285023,159.3224885520044,172.65302681233288,154.1919495374744,173.57803532295227,176.24771923129683,175.63365217075938,115.67643552185903,108.97761581102723,0.5616143362684762,0.6078456219315473,96.8 deg,154.2 deg,173.6 deg,175.6 deg,109.0 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,7
0.2667,right,110.6270301556924,99.85753358354368,162.9119917336396,173.0223927318464,156.4396417169093,173.10369114918853,175.6955669941648,175.69126658543146,119.11964485937153,111.18735453367104,0.5286225369502834,0.5923457975963976,99.9 deg,156.4 deg,173.1 deg,175.7 deg,111.2 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,8
0.3,right,113.3773757372645,102.8829332111502,165.50269977036905,170.5227758913797,158.17605434885476,172.55064176901246,175.5699931935875,175.7330606877443,120.57757450979518,113.47198559704658,0.5146806443920798,0.5752149699371225,102.9 deg,158.2 deg,172.6 deg,175.7 deg,113.5 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,9
0.3333,right,117.84941688464431,106.39038471293338,168.40775486105682,169.80583922728295,160.30955225080302,171.8206899547272,175.21344844268418,175.69381041453036,123.52818084272013,116.01430931254448,0.48708681296434553,0.5544744621190931,106.4 deg,160.3 deg,171.8 deg,175.7 deg,116.0 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,10
0.3667,right,118.61477531191672,109.66862425281023,169.7972753550876,166.7570485295864,162.56150726761896,170.91442553795136,175.28224861100816,175.66286747381602,123.66828802978662,118.23629065864233,0.48743041694801803,0.5358985495774388,109.7 deg,162.6 deg,170.9 deg,175.7 deg,118.2 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,11
0.4,right,120.8592594373949,112.79571111279343,171.68785126455788,165.68447803380633,164.96590299742988,169.98342285044166,175.3020130001661,175.6139665880527,125.02434774746182,120.216065570212,0.47682788880285065,0.5185521857474629,112.8 deg,165.0 deg,170.0 deg,175.6 deg,120.2 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,12
0.4333,right,124.28752762107607,115.87967364004076,174.1310781701342,162.93338973116937,167.39444852954992,168.76842156534346,175.95886445197954,175.6099791321267,127.14849104879342,122.1061375085411,0.44981071692836666,0.5008676218934887,115.9 deg,167.4 deg,168.8 deg,175.6 deg,122.1 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,13
0.4667,right,126.06538475026571,118.81153855689351,174.70224324946284,161.2544274759018,169.59155634347258,167.14005023156759,175.94715410650562,175.56704125715655,128.66711777708971,123.96194925928833,0.43780580083878595,0.4831806882606757,118.8 deg,169.6 deg,167.1 deg,175.6 deg,124.0 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,14
0.5,right,128.464498756863,121.35974835706075,175.74821415499554,159.5177978846233,171.42530240366628,165.21082239624997,176.5706885464556,175.69205862176952,130.54687166844215,125.59441023201272,0.4092683382331944,0.4661300884439487,121.4 deg,171.4 deg,165.2 deg,175.7 deg,125.6 deg,0.993,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,15
0.5333,right,128.85628994406088,123.57102181517452,176.05910926019965,154.43230507722774,172.9333609022135,162.912183708514,176.47713277713328,175.82164999084748,130.78843557188102,127.05310466945355,0.4127349641729605,0.45156641984121737,123.6 deg,172.9 deg,162.9 deg,175.8 deg,127.1 deg,0.994,True,ok,trx_pike,0.9999999999999999,True,0.0,pike,0,,True,16
